  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.4000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.2000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.3000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  1.2000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0500000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.3000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  9.5000000e+000
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5500000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  8.5000000e+000
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.5500000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.4000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  1.2000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.1500000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.2000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  1.1500000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.2500000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  7.5000000e+000
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0500000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.2000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  1.1000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.6000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  9.0000000e+000
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.1500000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.6000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.1000000e+001
  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  9.5000000e+000
  0.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.2000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.5000000e+001
  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.2000000e+001
